SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Townhouse,21091 RED FIR Ct,Cupertino,CA,95014,,3,2,,1265,,1971,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21091-Red-Fir-Ct-95014/home/783758,MLSListings,,N,Y,37.315392,-122.043125
PAST SALE,,Townhouse,21097 WHITE FIR Ct,Cupertino,CA,95014,,3,2,,1265,,1971,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21097-White-Fir-Ct-95014/home/783652,MLSListings,,N,Y,37.31404,-122.043387
PAST SALE,September-5-2013,Townhouse,21094 WHITE FIR Ct,Cupertino,CA,95014,760000,3,1.5,Cupertino,1265,989,1971,2194,601,250,Sold,,,http://www.redfin.com/CA/Cupertino/21094-White-Fir-Ct-95014/home/1709341,MLSListings,ML81326841,N,Y,37.313343,-122.043351
PAST SALE,,Townhouse,10594 WHITE FIR Ct,Cupertino,CA,95014,,3,2,,1172,,1971,,,,Sold,,,http://www.redfin.com/CA/Cupertino/10594-White-Fir-Ct-95014/home/1632036,MLSListings,,N,Y,37.3137879,-122.0421244
PAST SALE,,Single Family Residential,21167 OROGRANDE Pl,Cupertino,CA,95014,,3,3,,2197,5313,1982,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21167-Orogrande-Pl-95014/home/1674567,MLSListings,,N,Y,37.3084926,-122.0426592
PAST SALE,,Single Family Residential,7831 CREEKLINE Dr,Cupertino,CA,95014,,4,4,,3320,6098,2001,,,,Sold,,,http://www.redfin.com/CA/Cupertino/7831-Creekline-Dr-95014/home/686683,MLSListings,,N,Y,37.3100773,-122.044191
PAST SALE,May-31-2019,Single Family Residential,875 Lily Ave,CUPERTINO,CA,95014,1950000,5,2,CUPERTINO,2024,8625,1960,100,963,,Sold,,,http://www.redfin.com/CA/Cupertino/875-Lily-Ave-95014/home/1493694,MLSListings,ML81747277,N,Y,37.3131533,-122.0450124
PAST SALE,May-31-2019,Condo/Co-op,10552 Red Fir Ct,CUPERTINO,CA,95014,972500,2,1,CUPERTINO,914,1512,1971,100,1064,23,Sold,,,http://www.redfin.com/CA/Cupertino/10552-Red-Fir-Ct-95014/home/783734,MLSListings,ML81742364,N,Y,37.3146864,-122.0417615
PAST SALE,May-17-2019,Condo/Co-op,10588 White Fir Ct,Cupertino,CA,95014,1150000,2,1.5,Cupertino,1003,817,1971,114,1147,275,Sold,,,http://www.redfin.com/CA/Cupertino/10588-White-Fir-Ct-95014/home/1233986,Bridge MLS,40859311,N,Y,37.313602,-122.042001
PAST SALE,August-23-2018,Single Family Residential,7738 Huntridge Ln,CUPERTINO,CA,95014,1980000,3,2,CUPERTINO,1126,6000,1961,381,1758,,Sold,,,http://www.redfin.com/CA/Cupertino/7738-Huntridge-Ln-95014/home/676285,MLSListings,ML81712844,N,Y,37.3110947,-122.0421264
PAST SALE,,Single Family Residential,7910 October Way,Cupertino,CA,95014,1000000,4,3,,2100,6195,1962,,476,,,,,http://www.redfin.com/CA/Cupertino/7910-October-Way-95014/home/1106520,,,N,Y,37.3129755,-122.0470326
PAST SALE,May-29-2019,Single Family Residential,1121 Milky Way,CUPERTINO,CA,95014,2151000,3,2,CUPERTINO,1196,6615,1960,102,1798,,Sold,,,http://www.redfin.com/CA/Cupertino/1121-Milky-Way-95014/home/1075641,MLSListings,ML81748015,N,Y,37.3048791,-122.0436804
PAST SALE,July-24-2019,Single Family Residential,1141 Yorkshire Dr,CUPERTINO,CA,95014,2080000,4,3,CUPERTINO,2238,9783,1966,46,929,,Sold,,,http://www.redfin.com/CA/Cupertino/1141-Yorkshire-Dr-95014/home/996334,MLSListings,ML81756082,N,Y,37.3048938,-122.0473656
PAST SALE,December-18-2013,Townhouse,10584 WHITE FIR Ct,Cupertino,CA,95014,675000,2,1,Cupertino,914,1742,1971,2090,739,250,Sold,,,http://www.redfin.com/CA/Cupertino/10584-White-Fir-Ct-95014/home/1503888,MLSListings,ML81340120,N,Y,37.313597,-122.041734
PAST SALE,,Single Family Residential,866 Lily Ave,Cupertino,CA,95014,357000,3,3,,2792,6540,1960,,128,,,,,http://www.redfin.com/CA/Cupertino/866-Lily-Ave-95014/home/1754936,,,N,Y,37.3137997,-122.0446128
PAST SALE,,Single Family Residential,7775 Lilac Way,Cupertino,CA,95014,340000,3,2,,1388,6600,1960,,245,,,,,http://www.redfin.com/CA/Cupertino/7775-Lilac-Way-95014/home/634490,,,N,Y,37.3129434,-122.04297
PAST SALE,,Single Family Residential,7709 Huntridge Ln,Cupertino,CA,95014,195000,4,3,,2083,6100,1961,,94,,,,,http://www.redfin.com/CA/Cupertino/7709-Huntridge-Ln-95014/home/1243870,,,N,Y,37.3115157,-122.0417268
PAST SALE,,Single Family Residential,21391 Vai Ave,Cupertino,CA,95014,380000,3,2,,1983,15198,1953,,192,,,,,http://www.redfin.com/CA/Cupertino/21391-Vai-Ave-95014/home/1281877,,,N,Y,37.3070888,-122.0484312
PAST SALE,,Single Family Residential,21310 COLUMBUS Ave,Cupertino,CA,95014,,5,3,,3064,11431,1966,,,,Sold,,,http://www.redfin.com/CA/Cupertino/21310-Columbus-Ave-95014/home/1487297,MLSListings,,N,Y,37.3074398,-122.0471436
PAST SALE,,Single Family Residential,18780 HANNA Dr,Cupertino,CA,95014,,3,2,,1084,5100,1955,,,,Sold,,,http://www.redfin.com/CA/Cupertino/18780-Hanna-Dr-95014/home/1125232,MLSListings,,N,Y,37.3110056,-122.000559
PAST SALE,August-11-2015,Condo/Co-op,2111 Latham St #109,MOUNTAIN VIEW,CA,94040,890000,2,2,MOUNTAIN VIEW,1206,1248,1978,1489,738,365,Sold,,,http://www.redfin.com/CA/Mountain-View/2111-Latham-St-94040/unit-109/home/2121154,MLSListings,ML81486290,N,Y,37.3969892,-122.1022451
PAST SALE,November-7-2014,Single Family Residential,1690 MILLER Ave,Los Altos,CA,94024,1850000,4,3,Los Altos,2316,16200,1900,1766,799,,Sold,,,http://www.redfin.com/CA/Los-Altos/1690-Miller-Ave-94024/home/1216279,MLSListings,ML81431010,N,Y,37.3485013,-122.0988594
PAST SALE,,Single Family Residential,465 San Luis Ave,Los Altos,CA,94024,1330000,4,3,,2302,8064,1952,,578,,,,,http://www.redfin.com/CA/Los-Altos/465-San-Luis-Ave-94024/home/1151190,,,N,Y,37.3749056,-122.1029833
PAST SALE,August-14-2013,Single Family Residential,1425 TOPAR Ave,Los Altos,CA,94024,1635000,3,1,Los Altos,1120,9625,1952,2216,1460,,Sold,,,http://www.redfin.com/CA/Los-Altos/1425-Topar-Ave-94024/home/1426012,MLSListings,ML81325871,N,Y,37.3548382,-122.0946916
PAST SALE,August-26-2013,Condo/Co-op,4250 EL CAMINO REAL #219,Palo Alto,CA,94306,550000,1,1,Palo Alto,960,960,1983,2204,573,566,Sold,,,http://www.redfin.com/CA/Palo-Alto/4250-El-Camino-Real-94306/unit-00219/home/113809434,MLSListings,ML81329989,N,Y,37.4067161,-122.1218394
PAST SALE,August-30-2018,Condo/Co-op,400 Ortega Ave #323,MOUNTAIN VIEW,CA,94040,1025000,2,2,MOUNTAIN VIEW,1113,1300,1975,374,921,505,Sold,,,http://www.redfin.com/CA/Mountain-View/400-Ortega-Ave-94040/unit-323/home/12171864,MLSListings,ML81717673,N,Y,37.3994687,-122.1054923
PAST SALE,,Single Family Residential,1950 POLK Ct,Mountain View,CA,94040,,4,3,,2343,10400,1963,,,,Sold,,,http://www.redfin.com/CA/Mountain-View/1950-Polk-Ct-94040/home/1511722,MLSListings,,N,Y,37.3669864,-122.0899137
PAST SALE,September-25-2012,Single Family Residential,611 CUESTA Dr,Los Altos,CA,94024,1725000,3,2.5,Los Altos,1984,12620,1948,2539,869,,Sold,,,http://www.redfin.com/CA/Los-Altos/611-Cuesta-Dr-94024/home/1527775,MLSListings,ML81232222,N,Y,37.373914,-122.0995663
PAST SALE,,Single Family Residential,925 Echo Dr,Los Altos,CA,94024,1250000,2,1,,1031,12150,1948,,1212,,,,,http://www.redfin.com/CA/Los-Altos/925-Echo-Dr-94024/home/1558822,,,N,Y,37.3664455,-122.1003207
PAST SALE,,Single Family Residential,375 BENVENUE Ave,Los Altos,CA,94024,,4,4,,2379,9130,1940,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/375-Benvenue-Ave-94024/home/1855248,MLSListings,,N,Y,37.3757854,-122.1051577
PAST SALE,,Single Family Residential,1678 COLUMBIA Dr,Mountain View,CA,94040,,3,1,,1682,7030,1954,,,,Sold,,,http://www.redfin.com/CA/Mountain-View/1678-Columbia-Dr-94040/home/1071025,MLSListings,,N,Y,37.374702,-122.0953503
PAST SALE,October-29-2015,Single Family Residential,610 Parma Way,LOS ALTOS,CA,94024,2650000,4,3,LOS ALTOS,2301,11350,1953,1410,1152,,Sold,,,http://www.redfin.com/CA/Los-Altos/610-Parma-Way-94024/home/1317084,MLSListings,ML81515998,N,Y,37.3722435,-122.0993222
PAST SALE,April-1-2014,Single Family Residential,980 UNIVERSITY Ave,Los Altos Hills,CA,94024,2015000,3,2,Los Altos Hills,1700,17952,1952,1986,1185,,Sold,,,http://www.redfin.com/CA/Los-Altos/980-University-Ave-94024/home/777871,MLSListings,ML81400118,N,Y,37.3657909,-122.1053352
PAST SALE,September-12-2013,Single Family Residential,1619 CRESTVIEW Dr,Los Altos,CA,94024,1795000,4,3.5,Los Altos,2262,6534,2003,2187,794,,Sold,,,http://www.redfin.com/CA/Los-Altos/1619-Crestview-Dr-94024/home/1550167,MLSListings,ML81328585,N,Y,37.3493754,-122.0900231
PAST SALE,June-12-2012,Single Family Residential,651 COVINGTON Rd,Los Altos,CA,94024,1600000,3,2,Los Altos Rancho,2224,12994,1951,2644,719,,Sold,,,http://www.redfin.com/CA/Los-Altos/651-Covington-Rd-94024/home/1321529,MLSListings,ML81216492,N,Y,37.3653994,-122.0977024
PAST SALE,,Single Family Residential,1881 WALNUT Dr,Mountain View,CA,94040,,3,3,,1994,8820,1959,,,,Sold,,,http://www.redfin.com/CA/Mountain-View/1881-Walnut-Dr-94040/home/1246818,MLSListings,,N,Y,37.3683143,-122.0922215
PAST SALE,,Single Family Residential,1970 Laver Ct,Los Altos,CA,94024,147500,3,2,,2349,29095,1954,,63,,,,,http://www.redfin.com/CA/Los-Altos/1970-Laver-Ct-94024/home/1700473,,,N,Y,37.344521,-122.0828181
PAST SALE,,Single Family Residential,956 Lundy Ln,Los Altos,CA,94024,835000,3,2,,2285,26180,1930,,365,,,,,http://www.redfin.com/CA/Los-Altos/956-Lundy-Ln-94024/home/776372,,,N,Y,37.350514,-122.0862522
PAST SALE,June-20-2012,Single Family Residential,2275 GRANT Rd,Los Altos,CA,94024,1135888,3,2,El Sereno,1745,10625,1950,2636,651,,Sold,,,http://www.redfin.com/CA/Los-Altos/2275-Grant-Rd-94024/home/1140716,MLSListings,ML81217501,N,Y,37.3388891,-122.0685863
PAST SALE,,Single Family Residential,22351 CRESTON Dr,Cupertino,CA,94024,,3,2,,1652,13334,1959,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/22351-Creston-Dr-94024/home/1580871,MLSListings,,N,Y,37.3332289,-122.0657008
PAST SALE,November-28-2012,Condo/Co-op,22330 HOMESTEAD Rd #106,Cupertino,CA,95014,564000,2,2,Cupertino,1260,435,1984,2475,448,345,Sold,,,http://www.redfin.com/CA/Cupertino/22330-Homestead-Rd-95014/unit-106/home/1644284,MLSListings,ML81235278,N,Y,37.3371833,-122.0652227
PAST SALE,,Condo/Co-op,22330 Homestead Rd #223,Cupertino,CA,95014,190000,2,2,,1250,,1984,,152,,,,,http://www.redfin.com/CA/Cupertino/22330-Homestead-Rd-95014/unit-223/home/773729,,,N,Y,37.3367986,-122.0658366
PAST SALE,,Single Family Residential,10665 BAXTER Ave,Cupertino,CA,94024,,3,3,,1552,13500,1955,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/10665-Baxter-Ave-94024/home/1580877,MLSListings,,N,Y,37.332561,-122.0684087
PAST SALE,,Single Family Residential,1785 FALLEN LEAF Ln,Los Altos,CA,94024,,4,2,,2418,10367,1953,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1785-Fallen-Leaf-Ln-94024/home/1777337,MLSListings,,N,Y,37.3480081,-122.0656121
PAST SALE,,Single Family Residential,1264 Townsend Ter,Sunnyvale,CA,94087,410000,4,3,,2000,4211,1995,,205,,,,,http://www.redfin.com/CA/Sunnyvale/1264-Townsend-Ter-94087/home/654741,,,N,Y,37.3543466,-122.060285
PAST SALE,,Single Family Residential,1409 RANCHITA Dr,Los Altos,CA,94024,,4,4,,3192,10500,2008,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1409-Ranchita-Dr-94024/home/649886,MLSListings,,N,Y,37.3554357,-122.0750005
PAST SALE,,Townhouse,10993 SWEET OAK St,Cupertino,CA,95014,,2,2,,1044,,1973,,,,Sold,,,http://www.redfin.com/CA/Cupertino/10993-Sweet-Oak-St-95014/home/1673755,MLSListings,,N,Y,37.337041,-122.064064
PAST SALE,March-5-2014,Condo/Co-op,419 Brassinga Ct,Palo Alto,CA,94306,1614333,4,3.5,Palo Alto,2049,2695,2013,2013,788,131,Sold,,,http://www.redfin.com/CA/Palo-Alto/419-Brassinga-Ct-94306/home/52059904,MLSListings,ML81338945,N,Y,37.4059233,-122.1182033
PAST SALE,,Townhouse,63 BAY TREE Ln,Los Altos,CA,94022,,2,2,,1984,,1972,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/63-Bay-Tree-Ln-94022/home/1463611,MLSListings,,N,Y,37.3674268,-122.1156076
PAST SALE,,Single Family Residential,12159 PAGE MILL Rd,Los Altos Hills,CA,94022,,3,2,,2200,45302,1972,,,,Sold,,,http://www.redfin.com/CA/Los-Altos-Hills/12159-Page-Mill-Rd-94022/home/1073595,MLSListings,,N,Y,37.3662898,-122.1679306
PAST SALE,August-31-2012,Single Family Residential,355 ARBOLEDA Dr,Los Altos,CA,94024,2350000,4,3,Los Altos,2487,10318,2011,2564,945,,Sold,,,http://www.redfin.com/CA/Los-Altos/355-Arboleda-Dr-94024/home/1137567,MLSListings,ML81228651,N,Y,37.373118,-122.1053574
PAST SALE,,Single Family Residential,666 ORANGE Ave,Los Altos,CA,94022,,,,,,,,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/666-Orange-Ave-94022/home/28441801,MLSListings,,N,Y,37.371178,-122.1158373
PAST SALE,,Townhouse,551 TYNDALL St,Los Altos,CA,94022,,2,3,,2024,,1975,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/551-Tyndall-St-94022/home/1822695,MLSListings,,N,Y,37.373134,-122.112827
PAST SALE,March-17-2014,Single Family Residential,885 HIGHLANDS Cir,Los Altos,CA,94024,1860000,5,2.5,Highlands,2947,9880,1974,2001,631,,Sold,,,http://www.redfin.com/CA/Los-Altos/885-Highlands-Cir-94024/home/1355416,MLSListings,ML81404421,N,Y,37.3394538,-122.0857196
PAST SALE,,Condo/Co-op,511 Lassen St,Los Altos,CA,94022,405000,2,3,,1280,,1989,,316,,,,,http://www.redfin.com/CA/Los-Altos/511-Lassen-St-94022/home/1653063,,,N,Y,37.373731,-122.111681
PAST SALE,,Townhouse,448 TYNDALL St,Los Altos,CA,94022,,3,3,,1496,,1996,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/448-Tyndall-St-94022/home/897039,MLSListings,,N,Y,37.3746372,-122.1134112
PAST SALE,June-5-2012,Townhouse,456 GABILAN St #1,Los Altos,CA,94022,1015000,2,2.5,Los Altos,1466,1742,2003,2651,692,244,Sold,,,http://www.redfin.com/CA/Los-Altos/456-Gabilan-St-94022/unit-1/home/1858411,MLSListings,ML81217890,N,Y,37.3745438,-122.1108976
PAST SALE,,Condo/Co-op,522 Tyndall St,Los Altos,CA,94022,1100000,2,3,,1360,,2011,,809,,,,,http://www.redfin.com/CA/Los-Altos/522-Tyndall-St-94022/home/40174066,,,N,Y,37.373685,-122.113523
PAST SALE,,Townhouse,430 LASSEN St #2,Los Altos,CA,94022,,2,3,,1536,,1982,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/430-Lassen-St-94022/unit-2/home/637821,MLSListings,,N,Y,37.3751788,-122.1121545
PAST SALE,,Condo/Co-op,681 Manresa Ln,Los Altos,CA,94022,1450000,3,3,,3346,,1988,,433,,,,,http://www.redfin.com/CA/Los-Altos/681-Manresa-Ln-94022/home/639955,,,N,Y,37.3710976,-122.1200224
PAST SALE,,Condo/Co-op,574 Lassen St,Los Altos,CA,94022,525000,2,2,,1050,,2000,,500,,,,,http://www.redfin.com/CA/Los-Altos/574-Lassen-St-94022/home/1034251,,,N,Y,37.372732,-122.112188
PAST SALE,,Single Family Residential,242 Verano Dr,Los Altos,CA,94022,143000,3,3,,4598,14385,1948,,31,,,,,http://www.redfin.com/CA/Los-Altos/242-Verano-Dr-94022/home/621553,,,N,Y,37.3858302,-122.1025174
PAST SALE,July-16-2014,Single Family Residential,3414 STACEY Ct,Mountain View,CA,94040,2405000,6,3,Mountain View,3067,11000,1979,1880,784,,Sold,,,http://www.redfin.com/CA/Mountain-View/3414-Stacey-Ct-94040/home/1113265,MLSListings,ML81421832,N,Y,37.3603438,-122.0762296
PAST SALE,,Single Family Residential,1188 FREMONT Ave,Los Altos,CA,94024,,5,3,,2672,22000,1952,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1188-Fremont-Ave-94024/home/1105900,MLSListings,,N,Y,37.3519703,-122.0813331
PAST SALE,,Single Family Residential,1279 CARMEL Ter,Los Altos,CA,94024,,4,3,,2042,10900,1968,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1279-Carmel-Ter-94024/home/1137580,MLSListings,,N,Y,37.3600971,-122.0819247
PAST SALE,,Single Family Residential,1089 DARTMOUTH Ln,Los Altos,CA,94024,,4,3,,2710,11021,1968,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1089-Dartmouth-Ln-94024/home/1628245,MLSListings,,N,Y,37.3615329,-122.0838776
PAST SALE,,Single Family Residential,1515 Julie Ln,Los Altos,CA,94024,1915500,,,,,11946,,,,,,,,http://www.redfin.com/CA/Los-Altos/1515-Julie-Ln-94024/home/1164870,,,N,Y,37.3545477,-122.073365
PAST SALE,,Single Family Residential,1520 MONTEBELLO OAKS Ct,Los Altos,CA,94024,,5,7,,5533,11000,2007,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1520-Montebello-Oaks-Ct-94024/home/1705739,MLSListings,,N,Y,37.3528684,-122.0769757
PAST SALE,November-15-2012,Townhouse,1957 AMALFI Way,Mountain View,CA,94040,920000,3,2.5,Mountain View,1977,3084,1979,2488,465,425,Sold,,,http://www.redfin.com/CA/Mountain-View/1957-Amalfi-Way-94040/home/607953,MLSListings,ML81238776,N,Y,37.3667592,-122.0863853
PAST SALE,,Single Family Residential,3429 RIDGEMONT Dr,Mountain View,CA,94040,,3,3,,1981,6808,1968,,,,Sold,,,http://www.redfin.com/CA/Mountain-View/3429-Ridgemont-Dr-94040/home/1259495,MLSListings,,N,Y,37.3596331,-122.0716048
PAST SALE,,Single Family Residential,1373 Pritchett Ct,Los Altos,CA,94024,1900000,5,3,,3280,10584,1971,,579,,,,,http://www.redfin.com/CA/Los-Altos/1373-Pritchett-Ct-94024/home/543947,,,N,Y,37.3577888,-122.0761545
PAST SALE,,Single Family Residential,929 Sherwood Ave,Los Altos,CA,94022,1225000,2,1,,1039,5289,1924,,1179,,,,,http://www.redfin.com/CA/Los-Altos/929-Sherwood-Ave-94022/home/634785,,,N,Y,37.3992826,-122.1128839
PAST SALE,,Single Family Residential,143 W PORTOLA Ave,Los Altos,CA,94022,,,,,,,,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/143-W-Portola-Ave-94022/home/21844646,MLSListings,,N,Y,37.3970481,-122.117236
PAST SALE,,Single Family Residential,24 DEL MONTE Ave,Los Altos,CA,94022,,5,4,,3087,10044,1988,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/24-Del-Monte-Ave-94022/home/1670196,MLSListings,,N,Y,37.3974509,-122.1146093
PAST SALE,,Single Family Residential,201 SILVIA Ct,Los Altos,CA,94024,,4,3,,3061,12375,1956,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/201-Silvia-Ct-94024/home/1748374,MLSListings,,N,Y,37.3787885,-122.1020514
PAST SALE,,Single Family Residential,271 DE ANZA Ln,Los Altos,CA,94022,,4,3,,3528,11200,1987,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/271-De-Anza-Ln-94022/home/1722777,MLSListings,,N,Y,37.3751967,-122.1075983
PAST SALE,,Single Family Residential,316 ANGELA Ct,Los Altos,CA,94022,,4,3,,2576,12834,1956,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/316-Angela-Ct-94022/home/1589606,MLSListings,,N,Y,37.3828168,-122.1067108
PAST SALE,,Single Family Residential,651 BENVENUE Ave,Los Altos,CA,94024,,4,3,,2466,9990,1951,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/651-Benvenue-Ave-94024/home/659777,MLSListings,,N,Y,37.3757344,-122.0980131
PAST SALE,,Single Family Residential,395 CUESTA Dr,Los Altos,CA,94024,,3,3,,2415,11731,1950,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/395-Cuesta-Dr-94024/home/643968,MLSListings,,N,Y,37.373933,-122.1046474
PAST SALE,,Single Family Residential,656 BENVENUE Ave,Los Altos,CA,94024,,6,7,,4508,9990,2019,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/656-Benvenue-Ave-94024/home/643017,MLSListings,,N,Y,37.3752389,-122.0977912
PAST SALE,February-14-2014,Single Family Residential,726 CASA BONITA Ct,Los Altos,CA,94024,2500000,4,3,Los Altos,2418,10742,1971,2032,1034,,Sold,,,http://www.redfin.com/CA/Los-Altos/726-Casa-Bonita-Ct-94024/home/1529466,MLSListings,ML81401231,N,Y,37.3700275,-122.1012526
PAST SALE,,Single Family Residential,680 ROSITA Ave,Los Altos,CA,94024,,4,3,,2268,10080,1960,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/680-Rosita-Ave-94024/home/689341,MLSListings,,N,Y,37.3705677,-122.0969258
PAST SALE,,Single Family Residential,391 S GORDON Way,Los Altos,CA,94022,,5,4,,3173,8250,1987,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/391-S-Gordon-Way-94022/home/634636,MLSListings,,N,Y,37.375532,-122.1071102
PAST SALE,March-19-2014,Single Family Residential,440 RINCONADA Ct,Los Altos,CA,94022,2850000,4,4.5,Palm Court,3212,10989,1990,1999,887,34,Sold,,,http://www.redfin.com/CA/Los-Altos/440-Rinconada-Ct-94022/home/634621,MLSListings,ML81405180,N,Y,37.3791645,-122.1044033
PAST SALE,,Condo/Co-op,396 1st St #18,Los Altos,CA,94022,1167500,,,,,,,,,,,,,http://www.redfin.com/CA/Los-Altos/396-1st-St-94022/unit-18/home/45369396,,,N,Y,37.3751151,-122.1159594
PAST SALE,,Condo/Co-op,444 LASSEN St #7,Los Altos,CA,94022,,,,,,,,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/444-Lassen-St-94022/unit-7/home/113821036,MLSListings,,N,Y,37.3745994,-122.1122354
PAST SALE,,Single Family Residential,624 Paco Dr,Los Altos,CA,94024,1300000,5,6,,4789,13000,2001,,271,,,,,http://www.redfin.com/CA/Los-Altos/624-Paco-Dr-94024/home/1259357,,,N,Y,37.3761716,-122.0992334
PAST SALE,,Single Family Residential,466 S SPRINGER Rd,Los Altos,CA,94024,,4,3,,2244,10640,1946,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/466-Springer-Rd-94024/home/1174468,MLSListings,,N,Y,37.37457,-122.0962823
PAST SALE,,Condo/Co-op,101 CUESTA Dr,Los Altos,CA,94022,,2,2,,1142,,1981,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/101-Cuesta-Dr-94022/home/634919,MLSListings,,N,Y,37.374089,-122.111529
PAST SALE,,Single Family Residential,309 ELEANOR Ave,Los Altos,CA,94022,,5,5,,3346,21534,1995,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/309-Eleanor-Ave-94022/home/1602923,MLSListings,,N,Y,37.3769345,-122.1087964
PAST SALE,,Single Family Residential,441 CYPRESS Dr,Los Altos,CA,94022,,3,4,,4709,18334,1956,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/441-Cypress-Dr-94022/home/1151133,MLSListings,,N,Y,37.3827842,-122.1242818
PAST SALE,June-22-2012,Single Family Residential,702 ORANGE Ave,Los Altos,CA,94022,1700000,4,3,Old Los Altos,1960,6600,1968,2634,867,,Sold,,,http://www.redfin.com/CA/Los-Altos/702-Orange-Ave-94022/home/638191,MLSListings,ML81221413,N,Y,37.3705824,-122.1147867
PAST SALE,,Single Family Residential,757 University Ave,Los Altos,CA,94022,1100000,6,5,,5295,10454,2003,,208,,,,,http://www.redfin.com/CA/Los-Altos/757-University-Ave-94022/home/1410972,,,N,Y,37.3696563,-122.1136331
PAST SALE,,Single Family Residential,160 LOCKHART Ln,Los Altos,CA,94022,,5,4,,2861,10500,1985,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/160-Lockhart-Ln-94022/home/1867707,MLSListings,,N,Y,37.3843329,-122.1225736
PAST SALE,,Single Family Residential,343 WAVERLY Ln,Los Altos,CA,94022,,3,2,,2111,10800,1957,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/343-Waverly-Ln-94022/home/635531,MLSListings,,N,Y,37.3765938,-122.1077536
PAST SALE,,Mobile/Manufactured Home,495 UNIVERSITY Ave,Los Altos,CA,94022,,4,4,,3113,6700,2011,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/495-University-Ave-94022/home/1303412,MLSListings,,N,Y,37.3740652,-122.1180258
PAST SALE,,Condo/Co-op,1 W EDITH Ave Unit B112,Los Altos,CA,94022,,2,2,,1463,,1996,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/1-W-Edith-Ave-94022/unit-B112/home/1137582,MLSListings,,N,Y,37.3825186,-122.1151662
PAST SALE,,Condo/Co-op,73 3RD St #36,Los Altos,CA,94022,,2,2,,1129,,1974,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/73-3rd-St-94022/unit-36/home/1079147,MLSListings,,N,Y,37.3809442,-122.1169008
PAST SALE,March-24-2015,Single Family Residential,771 University Ave,LOS ALTOS,CA,94022,4800000,5,5.5,LOS ALTOS,5071,16553,2006,1629,947,,Sold,,,http://www.redfin.com/CA/Los-Altos/771-University-Ave-94022/home/1096002,MLSListings,ML81452165,N,Y,37.369373,-122.1128344
PAST SALE,July-17-2012,Single Family Residential,321 CUESTA Dr,Los Altos,CA,94024,1650000,3,2,Los Altos,2326,10480,1952,2609,709,,Sold,,,http://www.redfin.com/CA/Los-Altos/321-Cuesta-Dr-94024/home/1079366,MLSListings,ML81214419,N,Y,37.3740159,-122.1066665
PAST SALE,,Single Family Residential,727 VIOLA Pl,Los Altos,CA,94022,,4,4,,2817,15975,1960,,,,Sold,,,http://www.redfin.com/CA/Los-Altos/727-Viola-Pl-94022/home/776411,MLSListings,,N,Y,37.3696191,-122.1100389
